CLIENTNUM,idstatus,Customer_Age,Gender,Dependent_count,Educationid,Maritalid,Income_Category,card_categoryid,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio
807226683,1,48,M,3,4,2,$40K - $60K,1,43,6,1,3,5279,1115,4164,1642,41,0.211
717806133,1,40,M,2,3,0,$60K - $80K,1,29,5,3,0,23603,0,23603,1382,31,0
720615708,1,57,M,0,3,1,$40K - $60K,1,45,6,2,2,2601,0,2601,1232,32,0
714511758,1,45,M,4,2,2,$80K - $120K,1,40,4,3,0,6363,1029,5334,1542,16,0.162
715050408,1,41,M,3,1,2,$80K - $120K,1,36,4,3,3,8029,1576,6453,1094,32,0.196
721132233,1,42,F,4,3,1,Less than $40K,1,31,2,2,2,2410,1769,641,1217,30,0.734
719211558,2,45,M,2,2,2,$60K - $80K,1,36,1,1,2,3401,0,3401,744,18,0
712069008,1,42,F,4,3,1,Less than $40K,1,23,4,2,0,2260,1007,1253,1614,33,0.446
715996983,1,47,M,4,3,0,$80K - $120K,1,30,5,2,2,17682,2481,15201,1747,31,0.14
773466258,1,48,F,4,1,1,$40K - $60K,1,42,3,1,3,4206,1100,3106,1144,22,0.262
798983508,1,43,M,1,2,2,$80K - $120K,3,37,4,3,2,34516,1440,33076,1575,34,0.042
719117433,1,41,M,4,1,3,$80K - $120K,1,36,4,3,0,23018,2168,20850,1463,24,0.094
716451183,1,54,F,1,3,1,$40K - $60K,1,44,5,2,3,5556,1711,3845,1706,21,0.308
718621608,2,54,F,2,1,1,Unknown,1,44,3,3,1,6094,0,6094,909,14,0
715085733,1,61,M,0,2,1,$40K - $60K,1,52,3,1,2,2939,1999,940,2434,33,0.68
788977833,1,61,M,0,3,1,$80K - $120K,1,48,2,1,0,5362,1274,4088,1876,41,0.238
720272958,2,48,M,2,1,1,$120K +,1,36,3,3,3,27126,0,27126,1000,25,0
708421833,1,45,F,4,2,2,Less than $40K,1,36,6,3,2,3342,2517,825,1139,30,0.753
709173108,2,54,F,4,2,1,Unknown,1,40,6,2,2,2532,2221,311,799,21,0.877
709879458,1,54,F,3,7,1,Unknown,1,46,2,2,3,1900,1376,524,1881,45,0.724
715120608,1,44,M,3,2,2,$60K - $80K,1,37,2,3,2,14546,1703,12843,1273,27,0.117
770632758,1,50,F,4,7,2,Unknown,1,36,2,3,2,2521,1608,913,1328,33,0.638
779078733,1,55,M,2,7,1,$60K - $80K,1,36,3,4,3,16427,1682,14745,1579,36,0.102
771742533,1,48,M,2,2,3,$40K - $60K,1,36,5,1,2,13068,1718,11350,937,28,0.131
720250158,1,45,M,2,5,2,$60K - $80K,1,33,6,3,0,23218,1814,21404,1749,37,0.078
716458983,1,60,M,0,1,1,$40K - $60K,1,36,5,1,3,3281,837,2444,1424,29,0.255
713747733,1,55,M,2,1,1,$40K - $60K,1,47,5,3,2,3096,2217,879,2011,41,0.716
712270158,1,62,F,0,1,1,$40K - $60K,1,52,5,2,3,2052,1250,802,1208,31,0.609
789562383,1,38,F,1,1,3,Less than $40K,1,30,2,3,0,1438.3,583,855.3,1259,24,0.405
754897008,1,46,M,3,1,2,$40K - $60K,1,39,2,3,2,9432,1418,8014,1319,26,0.15
819700533,1,50,M,0,1,2,$120K +,3,45,5,2,3,14938,2303,12635,949,27,0.154
712890408,1,45,M,2,3,1,$60K - $80K,1,36,5,3,2,2221,1343,878,1338,30,0.605
720248208,1,47,M,3,6,0,$60K - $80K,1,37,6,3,0,5731,1577,4154,1554,26,0.275
779749908,1,48,M,4,5,1,$60K - $80K,2,33,2,2,3,34516,2061,32455,1350,32,0.06
717401883,1,35,M,3,3,1,$60K - $80K,1,22,5,2,2,6985,1130,5855,1694,44,0.162
721509558,1,51,M,2,2,1,$120K +,1,42,3,3,0,24221,1707,22514,1678,40,0.07
710572458,1,36,F,3,1,1,Unknown,1,24,4,1,1,15439,0,15439,2069,43,0
714576183,1,47,M,4,2,2,$80K - $120K,1,36,6,3,2,21637,2030,19607,1222,23,0.094
721425558,1,52,M,2,2,2,$120K +,1,37,2,3,2,14543,0,14543,1536,37,0
711109908,1,43,F,4,3,1,Less than $40K,1,36,2,1,1,9684,2475,7209,1400,31,0.256
715203108,1,63,M,2,1,1,$40K - $60K,1,36,2,2,2,5007,930,4077,1050,28,0.186
710027508,1,61,M,0,2,1,$60K - $80K,1,54,3,2,0,1616,1047,569,1389,33,0.648
787464408,1,53,M,2,3,2,$60K - $80K,1,40,5,2,2,19116,0,19116,1184,29,0
783542133,1,53,F,3,2,1,Less than $40K,1,47,5,6,2,2759,2223,536,2093,42,0.806
708330858,2,57,M,3,2,1,$120K +,1,38,2,3,3,8249,1381,6868,678,11,0.167
714426783,1,38,F,2,2,2,Unknown,1,31,2,3,2,14041,2154,11887,1467,29,0.153
712701333,1,53,M,3,1,1,$60K - $80K,1,43,5,3,2,5264,2169,3095,1219,27,0.412
709494483,1,63,F,0,4,1,Less than $40K,1,54,4,2,1,2420,1912,508,1730,36,0.79
773373108,1,49,F,4,1,1,Less than $40K,1,43,4,2,0,2826,2070,756,1025,28,0.732
715812258,1,45,M,2,1,1,$80K - $120K,1,34,5,5,2,12518,1539,10979,1165,33,0.123
778286433,1,67,M,0,2,1,$40K - $60K,1,56,4,2,1,5876,1297,4579,2133,55,0.221
789270033,1,48,M,3,2,2,$80K - $120K,3,37,3,2,3,34516,0,34516,1122,13,0
711569433,1,51,F,2,3,0,Less than $40K,1,38,4,1,2,9648,1926,7722,1083,22,0.2
720214833,1,52,M,2,1,2,$80K - $120K,3,40,3,3,3,34516,2177,32339,1234,23,0.063
709346133,1,55,F,2,3,1,Unknown,1,35,3,3,0,3025,2376,649,1277,23,0.785
788194458,1,34,M,3,1,1,$60K - $80K,1,26,4,3,3,3265,2517,748,1843,35,0.771
720779733,1,56,M,1,3,1,$120K +,1,36,3,2,2,6041,1355,4686,1747,49,0.224
717424458,1,44,F,2,6,1,Less than $40K,1,36,3,3,2,2293,1823,470,1166,22,0.795
708820308,1,47,M,3,6,3,$80K - $120K,1,36,6,2,2,13399,2505,10894,1326,31,0.187
710558058,1,46,F,3,4,1,Less than $40K,1,38,4,3,3,4317,2517,1800,1619,36,0.583
770590758,1,43,F,3,2,2,$40K - $60K,1,29,5,2,0,3378,1069,2309,1285,16,0.316
718490658,1,50,F,1,2,2,Less than $40K,1,36,4,1,3,5012,2242,2770,1142,28,0.447
711985833,1,38,F,4,3,2,Less than $40K,1,30,4,1,0,2569,1605,964,1190,46,0.625
708967608,1,53,F,1,2,2,Less than $40K,1,45,3,1,2,3471,1785,1686,1052,24,0.514
718505958,1,43,M,5,2,0,$120K +,3,31,5,3,3,34516,1699,32817,1628,38,0.049
715024233,1,53,M,1,1,1,$120K +,1,36,6,3,2,3312,1844,1468,1740,32,0.557
779249583,1,56,F,1,2,1,Less than $40K,1,38,4,3,3,2578,2462,116,1378,29,0.955
709278258,2,54,M,2,4,1,$40K - $60K,1,44,4,3,2,2902,2517,385,996,26,0.867
778928283,1,57,F,3,1,1,Less than $40K,1,39,3,2,1,2742,2321,421,1389,32,0.846
712299858,1,62,M,1,1,1,Less than $40K,1,53,5,3,3,2077,1571,506,1365,38,0.756
799224108,1,46,F,4,2,2,Less than $40K,1,40,5,1,2,6265,1942,4323,1715,43,0.31
809976033,1,49,M,2,3,1,$60K - $80K,1,44,6,3,0,7819,1560,6259,1582,25,0.2
716203308,1,52,M,3,2,2,$80K - $120K,1,42,6,3,3,2731,1692,1039,1220,22,0.62
714871683,2,58,M,1,3,1,$40K - $60K,1,36,2,4,3,1438.3,537,901.3,715,13,0.373
716139933,1,54,M,0,1,1,$80K - $120K,1,36,3,1,2,16286,1710,14576,2552,49,0.105
716984658,1,49,M,1,2,1,$120K +,1,39,3,2,3,34516,0,34516,1106,31,0
713086008,1,58,F,3,1,1,Less than $40K,1,47,6,1,0,2609,2439,170,1731,34,0.935
713773458,1,52,M,2,1,2,$60K - $80K,1,45,5,3,2,7567,1173,6394,1435,32,0.155
719242533,1,41,M,5,1,1,$60K - $80K,1,33,5,3,3,22770,2517,20253,1882,38,0.111
772712658,1,62,F,0,3,1,Less than $40K,1,50,5,1,2,3791,1648,2143,2058,34,0.435
788868858,1,54,M,2,2,1,Less than $40K,1,39,4,4,2,2702,2517,185,1658,32,0.932
811898133,1,40,F,3,1,0,Less than $40K,1,35,3,1,3,2555,2117,438,1334,32,0.829
788808633,1,43,M,3,2,1,$80K - $120K,1,26,5,3,2,2355,1090,1265,1441,29,0.463
779804208,1,53,F,2,2,2,$40K - $60K,1,42,6,2,0,5332,0,5332,1371,39,0
781391058,1,55,M,1,3,2,$40K - $60K,1,49,6,3,2,1443,1375,68,1991,38,0.953
790134408,1,46,M,4,2,2,$60K - $80K,1,39,6,2,3,10741,755,9986,1278,22,0.07
788853258,1,41,M,1,3,1,$60K - $80K,1,25,3,2,0,7984,1503,6481,1734,39,0.188
711857733,1,49,M,3,3,2,$60K - $80K,1,32,3,2,2,18584,2517,16067,1330,34,0.135
822969858,1,61,F,0,2,1,Unknown,1,56,4,1,3,5585,1465,4120,1787,31,0.262
719554758,1,46,M,2,3,1,$80K - $120K,1,38,6,3,2,34516,2165,32351,1672,32,0.063
711643458,1,50,F,1,3,1,Less than $40K,1,43,6,3,4,1438.3,0,1438.3,1439,41,0
788830683,1,40,M,2,2,2,$80K - $120K,1,24,5,1,0,2478,2031,447,1558,31,0.82
807030858,1,51,M,4,1,2,$120K +,1,46,6,3,3,34516,2274,32242,1795,47,0.066
793059108,1,50,F,2,2,1,$40K - $60K,1,44,6,2,3,2339,1440,899,893,22,0.616
716568708,1,47,F,2,2,1,Less than $40K,1,36,6,3,2,2726,0,2726,1099,27,0
828281733,1,43,M,4,4,1,$120K +,1,39,3,3,3,14881,848,14033,1408,23,0.057
717229158,1,36,F,4,2,1,$40K - $60K,1,36,6,3,3,1628,969,659,1893,15,0.595
715915458,1,47,F,2,2,1,Less than $40K,1,34,5,2,2,3156,1644,1512,1151,31,0.521
819129858,1,46,F,2,2,2,Less than $40K,1,41,5,3,0,4745,1270,3475,1519,31,0.268
713441958,1,46,M,2,1,1,$120K +,1,36,5,3,2,19727,1785,17942,1245,25,0.09
719091333,1,52,M,0,3,1,$60K - $80K,1,36,3,3,2,22720,793,21927,1102,27,0.035
708666258,1,43,M,4,4,1,$40K - $60K,1,36,5,3,0,8129,1799,6330,1402,33,0.221
714914583,1,40,F,4,2,2,Less than $40K,1,27,6,2,3,3751,1521,2230,1060,30,0.405
714363858,1,54,F,4,1,1,Less than $40K,1,36,3,5,3,1594,1411,183,1459,35,0.885
721347408,1,55,F,1,1,2,Less than $40K,1,43,4,2,0,2569,1403,1166,1456,39,0.546
809608533,1,49,F,4,6,2,Unknown,1,44,6,3,2,18206,1586,16620,1439,48,0.087
772047183,1,45,M,4,1,1,$40K - $60K,1,34,6,3,3,3104,1766,1338,1353,24,0.569
714217908,1,49,M,3,2,1,$40K - $60K,1,41,5,3,2,2406,1560,846,1173,32,0.648
714819183,1,63,M,1,3,1,$80K - $120K,1,36,5,2,3,24571,1955,22616,1746,28,0.08
716455683,1,40,F,3,1,2,Less than $40K,2,36,3,2,3,15534,726,14808,1279,28,0.047
710865633,1,41,F,2,2,1,Less than $40K,3,33,4,2,0,12301,2250,10051,1307,29,0.183
752952108,1,37,M,4,2,1,$80K - $120K,1,26,6,2,3,2846,1818,1028,1473,37,0.639
712595433,1,58,M,2,3,3,$120K +,1,49,6,2,3,9788,1794,7994,1805,37,0.183
714982383,1,55,M,2,1,1,$60K - $80K,1,36,4,3,3,7231,2381,4850,1421,23,0.329
813814008,1,53,F,1,1,1,Less than $40K,1,48,6,3,2,2324,1576,748,1272,37,0.678
794545983,1,57,M,2,2,1,$80K - $120K,1,40,3,2,3,12208,1980,10228,1409,34,0.162
708288108,2,43,M,4,6,3,$80K - $120K,1,30,2,5,3,5639,1547,4092,647,15,0.274
715585158,1,58,M,1,2,1,$60K - $80K,1,46,3,3,2,10021,1617,8404,1275,25,0.161
810449883,1,64,M,0,4,1,Less than $40K,1,56,6,1,0,2215,1915,300,1270,27,0.865
789863208,1,54,F,2,2,1,Less than $40K,1,44,3,2,3,2027,1480,547,1702,37,0.73
715022133,1,53,M,2,2,1,$60K - $80K,1,47,6,2,2,6363,1162,5201,1256,26,0.183
712506708,1,39,F,3,5,2,Less than $40K,1,25,6,1,2,3920,2008,1912,3178,53,0.512
715699983,1,56,M,3,1,1,$60K - $80K,1,36,5,1,3,9226,1233,7993,1626,29,0.134
818942433,1,54,F,4,4,0,Less than $40K,1,49,6,1,1,9376,1288,8088,1562,33,0.137
712459233,1,59,F,1,6,1,$40K - $60K,1,46,5,3,3,1944,1346,598,1960,57,0.692
716545383,1,42,M,3,3,2,$40K - $60K,1,36,3,1,0,9599,1554,8045,1154,38,0.162
721144383,1,42,M,4,2,1,$60K - $80K,3,28,5,1,2,28202,843,27359,1629,38,0.03
821837958,1,43,M,3,5,3,$80K - $120K,1,39,3,3,1,24850,1662,23188,1226,25,0.067
804359133,1,55,M,0,1,1,$120K +,1,49,5,3,3,3805,2233,1572,1743,27,0.587
713308683,1,52,M,1,3,2,$80K - $120K,1,37,5,2,2,2733,1306,1427,1139,39,0.478
788780958,1,46,M,1,3,3,$40K - $60K,1,27,6,3,3,12781,1253,11528,1073,21,0.098
717354558,2,57,M,2,3,1,$120K +,1,40,3,3,3,3106,1120,1986,683,17,0.361
798473808,1,48,M,3,5,1,$80K - $120K,1,42,3,3,0,7477,0,7477,1159,32,0
712372158,1,45,M,4,4,1,$120K +,1,33,6,1,3,34516,2086,32430,1859,47,0.06
715192308,1,48,M,2,1,1,$120K +,1,36,6,5,2,29963,2094,27869,1205,28,0.07
708813033,1,47,M,1,2,2,$40K - $60K,1,36,5,3,0,6509,2033,4476,1409,37,0.312
714639783,2,42,M,3,5,1,$60K - $80K,1,34,3,3,3,13450,0,13450,1000,18,0
709311633,1,41,M,2,2,3,$60K - $80K,3,36,6,2,0,27000,0,27000,1209,39,0
709470858,1,51,M,4,5,1,$120K +,3,31,5,2,1,34516,1254,33262,1366,25,0.036
717292758,1,55,F,2,2,2,Less than $40K,1,47,5,3,2,6347,0,6347,1161,44,0
779241783,1,67,M,1,3,1,$40K - $60K,1,49,4,3,2,3106,1675,1431,1512,38,0.539
715205358,1,39,M,1,2,1,$60K - $80K,1,31,4,1,1,2536,913,1623,1750,35,0.36
778871508,1,54,M,3,6,2,$60K - $80K,1,35,6,3,0,13048,1954,11094,1170,24,0.15
779462433,1,55,F,2,4,1,Less than $40K,1,37,3,3,1,2453,968,1485,2218,50,0.395
710147958,1,47,M,3,1,1,$40K - $60K,3,36,3,2,2,16138,1249,14889,1198,33,0.077
709864833,1,49,M,2,6,1,$60K - $80K,1,38,3,2,0,8077,1965,6112,1329,26,0.243
778868958,2,42,F,2,2,1,Less than $40K,1,23,3,3,3,1929,1673,256,857,36,0.867
717276708,1,57,M,2,4,2,$80K - $120K,1,36,3,3,2,3127,2517,610,1470,30,0.805
710004933,1,44,M,5,3,1,$60K - $80K,1,36,3,3,2,8645,1454,7191,1435,25,0.168
753606108,1,56,M,3,4,2,$60K - $80K,1,49,3,1,3,1438.3,0,1438.3,1093,22,0
710940183,2,49,F,3,2,1,Less than $40K,1,38,6,3,2,2185,0,2185,715,20,0
718927533,1,45,M,3,2,2,$80K - $120K,1,32,5,2,2,24487,2517,21970,1512,42,0.103
719337408,1,63,M,0,1,1,$60K - $80K,1,36,6,2,3,2567,0,2567,2399,43,0
772308408,1,44,M,3,2,2,$80K - $120K,1,33,6,3,3,4131,785,3346,906,22,0.19
712981383,1,44,F,4,5,1,Less than $40K,3,37,3,2,2,10790,1930,8860,1052,16,0.179
790099758,1,40,M,3,1,1,$40K - $60K,1,33,4,3,3,6884,1001,5883,975,11,0.145
709547658,2,39,M,2,3,2,$60K - $80K,1,36,5,3,3,13961,1299,12662,783,20,0.093
778770783,1,42,M,4,1,1,$80K - $120K,1,30,6,1,0,29801,1916,27885,990,21,0.064
713134458,1,54,M,3,1,1,$120K +,1,43,4,1,1,13219,0,13219,1097,24,0
712159083,2,58,F,4,4,1,Less than $40K,1,46,2,3,3,2536,0,2536,901,35,0
713639958,1,46,F,4,2,0,Less than $40K,1,36,5,3,1,9478,820,8658,1327,41,0.087
771180033,1,47,F,4,4,0,$40K - $60K,1,34,6,1,2,3502,1851,1651,1814,31,0.529
717916758,1,67,F,0,4,1,Unknown,1,56,4,3,3,10509,2388,8121,1365,34,0.227
711089733,1,50,F,2,5,0,Less than $40K,1,36,3,3,0,1491,0,1491,1058,34,0
716988633,1,55,M,0,1,0,$60K - $80K,1,46,6,1,2,9734,0,9734,1476,38,0
779031033,1,46,F,2,2,1,$40K - $60K,1,22,6,1,3,2305,1627,678,1230,36,0.706
716302383,1,47,F,4,3,1,$40K - $60K,1,36,3,1,3,14241,2081,12160,1581,44,0.146
718281408,1,36,F,2,4,1,$40K - $60K,1,25,3,1,2,4789,1257,3532,1534,29,0.262
721333233,1,40,M,4,7,0,$60K - $80K,1,34,4,2,3,23138,1727,21411,1612,39,0.075
794496033,1,57,M,2,4,2,$80K - $120K,1,38,6,1,3,23008,2280,20728,1302,36,0.099
710519433,1,48,M,1,4,0,$80K - $120K,1,36,3,1,0,3131,2517,614,1439,40,0.804
814995933,1,58,F,3,2,1,Less than $40K,1,53,5,3,2,5798,1794,4004,1724,45,0.309
721469433,1,48,M,3,2,2,$40K - $60K,1,36,5,2,3,6880,1390,5490,1784,35,0.202
788386908,1,48,M,3,2,3,$80K - $120K,4,41,3,2,2,34516,1531,32985,1156,29,0.044
717198633,1,53,F,2,5,1,$40K - $60K,1,34,6,2,1,2075,1469,606,2556,49,0.708
767695083,1,50,M,2,2,1,$80K - $120K,1,44,3,3,0,4589,0,4589,1590,37,0
711791583,2,52,F,1,2,2,Less than $40K,1,40,1,2,2,2317,0,2317,884,19,0
712315683,2,53,F,2,3,2,Less than $40K,1,45,1,1,1,1981,1518,463,973,25,0.766
710038008,1,56,F,1,2,2,$40K - $60K,1,47,3,2,1,6038,0,6038,1447,30,0
789129033,1,44,M,5,4,2,$80K - $120K,1,32,5,3,2,14910,877,14033,1150,26,0.059
718349058,1,49,M,3,1,1,$80K - $120K,1,39,3,3,2,29659,1143,28516,1193,21,0.039
789842283,2,54,M,2,2,1,$60K - $80K,1,42,3,3,2,4320,0,4320,706,21,0
714513033,1,39,F,1,4,2,$40K - $60K,1,36,6,1,3,11213,0,11213,1257,23,0
714717483,1,39,F,3,3,0,Unknown,1,29,5,1,2,26181,0,26181,1303,35,0
714900408,1,41,F,4,1,2,Less than $40K,1,31,3,1,0,5773,0,5773,1306,39,0
719418933,2,53,M,2,3,1,$80K - $120K,1,36,1,3,3,4503,0,4503,748,20,0
720115683,1,47,M,3,3,1,$80K - $120K,1,36,6,2,2,29770,1565,28205,1774,42,0.053
779504058,1,46,F,2,6,1,Less than $40K,1,28,5,1,1,5014,1910,3104,1209,25,0.381
795979833,1,53,F,1,1,1,Less than $40K,1,47,6,1,2,3445,1074,2371,1074,31,0.312
717392358,1,60,M,1,2,1,$80K - $120K,1,50,6,2,2,23412,1078,22334,1786,50,0.046
718640508,1,59,F,0,2,2,Less than $40K,1,46,4,1,2,3044,1611,1433,1456,36,0.529
803366358,1,38,M,1,4,2,$60K - $80K,1,29,5,2,1,14596,2192,12404,1300,25,0.15
709230708,1,56,M,4,3,2,Less than $40K,1,36,3,2,2,3864,1654,2210,1470,42,0.428
781794708,2,35,M,3,6,3,$80K - $120K,1,29,2,1,3,17030,1911,15119,715,25,0.112
801383808,1,50,M,3,2,2,$60K - $80K,1,44,4,2,3,23090,839,22251,1198,24,0.036
710677608,1,53,M,2,6,3,$80K - $120K,1,36,4,2,0,29205,1208,27997,1556,43,0.041
708217758,1,63,M,2,2,1,$60K - $80K,1,49,5,2,3,14035,2061,11974,1606,30,0.147
714272658,2,43,F,2,3,2,Less than $40K,1,24,2,3,2,2962,2517,445,929,31,0.85
717469158,1,46,M,2,4,1,$80K - $120K,1,30,6,3,0,18578,1385,17193,1606,54,0.075
711864783,1,61,M,1,3,2,$60K - $80K,1,46,5,3,2,2201,1138,1063,1199,32,0.517
719407983,1,37,F,0,6,1,Less than $40K,1,25,4,3,2,2061,1483,578,2400,60,0.72
710665533,1,42,F,5,7,1,Unknown,1,23,4,2,2,24602,1660,22942,1337,44,0.067
716804283,1,41,M,2,3,0,$120K +,1,29,3,2,2,15911,896,15015,1270,33,0.056
767294658,2,56,M,2,5,2,$120K +,1,50,2,2,3,16867,0,16867,654,14,0
709122483,1,56,M,3,2,1,$60K - $80K,1,37,3,3,0,2783,1526,1257,1909,54,0.548
708241233,2,52,F,3,6,2,Less than $40K,1,47,3,3,2,2972,0,2972,922,25,0
717860358,1,40,F,3,1,2,$40K - $60K,1,36,5,3,2,5124,2235,2889,1158,42,0.436
789337233,1,63,M,1,2,1,$40K - $60K,1,53,6,6,2,2880,2362,518,1323,26,0.82
720902133,1,58,M,1,1,2,$40K - $60K,1,46,4,1,0,5579,0,5579,1025,35,0
721043058,1,58,M,4,4,1,$60K - $80K,1,44,5,1,3,12010,2149,9861,1700,35,0.179
711870333,1,46,M,2,3,0,$80K - $120K,1,36,6,3,3,34516,1597,32919,1628,51,0.046
708398283,1,37,F,1,2,1,$40K - $60K,1,29,5,2,2,4394,885,3509,1377,32,0.201
715878183,1,46,M,4,2,2,$80K - $120K,1,35,4,3,3,18325,723,17602,1517,33,0.039
719451483,1,46,F,4,6,1,Less than $40K,1,37,5,3,2,3773,1972,1801,1528,25,0.523
709110633,1,41,M,1,2,2,$80K - $120K,1,29,5,1,3,21684,1748,19936,1329,24,0.081
721059033,1,48,F,3,1,0,$40K - $60K,1,40,4,1,2,1919,774,1145,1505,33,0.403
779912283,1,49,F,3,2,2,$40K - $60K,1,33,5,3,2,9995,1713,8282,1172,38,0.171
717701733,1,44,M,2,2,1,$80K - $120K,1,35,3,2,2,11910,2098,9812,1646,39,0.176
709913733,1,39,F,3,5,1,Less than $40K,1,36,4,2,0,2279,1529,750,1693,32,0.671
718768158,1,57,M,1,5,2,$40K - $60K,1,48,3,1,2,3539,0,3539,1336,23,0
721375308,1,48,M,3,1,1,$80K - $120K,1,36,5,1,3,30579,1351,29228,1289,19,0.044
711374283,1,47,M,3,1,2,$80K - $120K,1,42,4,1,0,24480,1923,22557,1416,32,0.079
822893133,1,56,F,1,3,0,Unknown,1,52,6,1,2,17561,0,17561,1608,33,0
778465533,1,54,F,0,5,1,Less than $40K,1,40,3,1,2,1638,0,1638,1885,51,0
712138983,1,54,M,1,2,1,$60K - $80K,1,36,3,3,2,2947,2216,731,1744,53,0.752
716920908,1,52,M,4,1,1,$80K - $120K,1,42,6,1,0,5738,1112,4626,1922,48,0.194
708095133,1,43,M,4,4,3,$120K +,1,34,5,2,2,33304,1833,31471,1448,29,0.055
711195558,1,59,M,1,5,2,$40K - $60K,1,48,6,3,3,7251,1603,5648,1300,36,0.221
772735758,1,44,M,1,4,1,Unknown,1,34,6,2,0,2885,1895,990,1366,31,0.657
712024908,1,56,F,1,5,1,Less than $40K,1,36,6,2,3,2641,1257,1384,1439,39,0.476
778239933,1,45,F,4,2,1,Unknown,1,35,6,3,0,2801,2043,758,1241,46,0.729
714893733,1,55,M,1,1,1,$80K - $120K,1,45,3,3,3,16794,809,15985,1917,33,0.048
754886958,1,48,F,3,5,0,$40K - $60K,1,41,4,1,3,9336,1672,7664,1391,39,0.179
710104908,1,56,F,5,5,2,Less than $40K,1,43,4,1,0,2763,2517,246,1246,31,0.911
710558883,1,41,M,3,3,1,$60K - $80K,1,36,5,3,2,17391,1044,16347,1248,27,0.06
713827383,1,65,F,1,1,1,Less than $40K,1,36,3,2,0,3198,2493,705,1936,44,0.78
720267033,1,34,M,4,6,2,$80K - $120K,1,26,3,3,2,5100,1786,3314,2375,63,0.35
712049208,1,56,M,3,6,1,$60K - $80K,1,39,3,1,2,3955,2517,1438,1238,25,0.636
708688608,1,62,F,1,1,1,Less than $40K,1,48,5,3,1,3140,1985,1155,1626,41,0.632
716223708,2,45,F,3,3,2,Unknown,1,36,3,3,3,4028,710,3318,791,22,0.176
713217858,1,38,F,2,3,2,Less than $40K,1,32,5,3,3,2264,0,2264,1204,28,0
819352983,1,49,M,3,4,3,$120K +,1,44,5,2,2,21620,2008,19612,1300,33,0.093
711019308,1,58,M,2,1,2,$60K - $80K,1,45,3,2,0,6385,1535,4850,1612,47,0.24
768600558,1,41,F,4,2,2,$40K - $60K,1,31,4,2,3,2375,1658,717,1071,28,0.698
710202783,1,33,M,2,2,1,$60K - $80K,1,13,3,3,3,1963,1721,242,1378,37,0.877
712899333,1,47,F,4,5,2,Less than $40K,1,37,6,2,2,4256,1084,3172,1100,29,0.255
767036433,1,56,F,1,2,1,Less than $40K,1,49,5,1,0,5097,1152,3945,2052,45,0.226
793473033,1,51,M,1,2,2,$60K - $80K,1,45,3,2,3,3228,2517,711,1349,33,0.78
721232058,1,49,M,1,2,3,$40K - $60K,3,41,6,1,3,20231,977,19254,1215,36,0.048
719443683,2,50,M,1,4,2,$120K +,1,39,3,2,3,27512,2137,25375,1149,25,0.078
715449333,1,55,F,3,4,1,$40K - $60K,1,47,5,2,0,1929,1540,389,2354,50,0.798
717998058,1,26,M,0,2,2,Less than $40K,1,13,6,3,2,2585,2019,566,2644,40,0.781
779610033,2,58,M,1,5,1,$80K - $120K,1,47,3,3,3,12151,1799,10352,918,14,0.148
827332983,1,46,M,3,1,2,$80K - $120K,2,42,3,2,2,34516,2113,32403,1362,31,0.061
721183983,1,48,M,4,1,1,$120K +,1,31,6,3,1,34516,1013,33503,1222,37,0.029
718426533,1,42,M,4,3,0,$60K - $80K,1,32,4,1,2,5504,0,5504,1364,32,0
710698233,1,37,M,4,2,1,$80K - $120K,1,28,4,1,2,10021,1203,8818,1463,40,0.12
780253533,1,63,F,0,4,1,Less than $40K,1,49,5,3,0,3558,2318,1240,1631,31,0.651
793581933,1,50,M,3,1,2,$40K - $60K,3,44,4,3,4,19853,1513,18340,1878,55,0.076
719229708,1,41,F,1,1,2,$40K - $60K,1,31,6,3,2,4969,838,4131,1489,32,0.169
715158483,1,48,F,3,2,0,Less than $40K,1,40,3,2,3,3117,1603,1514,1437,37,0.514
809296308,1,46,M,2,5,2,$80K - $120K,1,41,4,2,0,21526,2332,19194,1313,37,0.108
778176108,1,61,M,0,1,2,$60K - $80K,1,51,4,2,2,5504,1412,4092,1290,38,0.257
796532958,1,59,F,0,4,1,Less than $40K,1,53,4,3,2,5512,1124,4388,1975,49,0.204
709345008,2,53,F,2,7,1,Unknown,1,39,1,2,3,1438.3,0,1438.3,807,22,0
717049533,1,39,F,3,7,3,$40K - $60K,1,28,5,3,0,7262,1466,5796,1438,28,0.202
719366358,1,51,M,3,1,1,$120K +,1,40,6,3,2,7319,1692,5627,1233,29,0.231
721417233,2,45,M,2,2,1,$60K - $80K,1,25,3,5,3,1438.3,0,1438.3,709,27,0
711622683,1,48,M,4,4,2,$60K - $80K,1,30,4,3,3,7712,1387,6325,1597,39,0.18
714578283,1,47,M,1,2,1,$60K - $80K,1,37,6,3,0,2053,0,2053,1283,28,0
769574883,1,41,M,2,1,1,$40K - $60K,1,32,3,1,3,12804,2517,10287,1101,37,0.197
717643608,1,48,M,4,5,1,$80K - $120K,1,36,3,3,2,26443,1601,24842,1593,36,0.061
709198158,1,50,F,4,2,2,Less than $40K,1,36,6,2,0,3125,1928,1197,1631,46,0.617
